Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2012-01-06,3.52,-0.4,3.6,7.5,1.8,0.13,3.19
2012-01-07,3.9,-0.2,1.6,3.5,0.6,0.06,0.9
2012-01-08,0,0.2,2.7,5.3,2.4,0.03,0.78
2012-01-09,0.05,0.8,4.3,7.8,1,0.25,3.33
2012-01-10,4.37,1,3.1,5.3,2.5,0.12,1.23
2012-01-11,0.07,-2.1,1.2,4.6,-1.1,0.13,2.81
2012-01-12,0,-2.9,1.4,5.7,-6.8,0.87,5.61
2012-01-13,0,-3.2,2.1,7.4,-6.8,1.24,6.83
2012-01-14,0.06,-2.3,2.3,6.8,-4.2,1.05,5.69
2012-01-15,5.36,-1.3,1.4,4.1,-0.5,0.22,2.04
2012-01-16,4.5,-4.3,-1.6,1.2,-2.2,0.07,0.92
2012-01-17,18.93,-4.3,-2,0.3,-2,0.06,0.62
2012-01-18,25.5,-0.5,0.4,1.3,0.1,0,0.12
2012-01-19,28.45,-0.1,3.4,7,3.4,0.04,0.65
2012-01-20,32.76,3.2,5.7,8.2,5.1,0,0.84
2012-01-21,25.93,3.8,6.2,8.6,5.2,0.11,0.97
2012-01-22,11.19,2.1,3.8,5.4,1.7,0.56,1.91
2012-01-23,14.95,-0.1,2.9,5.8,1.8,0.09,1.49
2012-01-24,5.26,0.1,2.4,4.8,0.8,0.2,1.29
2012-01-25,31.15,2.1,5.9,9.6,5.1,0.12,2.07
2012-01-26,3.42,4.5,6.7,8.9,5.4,0.21,2.31
2012-01-27,2.96,-1.8,2.5,6.9,-0.3,0.25,3.24
2012-01-28,0.11,-2.7,1.6,5.9,-2.6,0.19,3.83
2012-01-29,1.96,0.1,4.1,8.1,-1.2,1.19,5.32
2012-01-30,20.89,3.7,5.8,7.8,4.5,0.33,2.95
2012-01-31,0.27,3.8,5.9,7.9,3.9,0.34,2.42
2012-02-01,1.38,3.9,5.8,7.8,4,0.26,2.65
2012-02-02,0.95,1.3,4.4,7.4,2.4,0.21,2.94
2012-02-03,0,0.3,5.5,10.7,-1.1,0.22,6.95
2012-02-04,0,1,6.2,11.4,-2.8,1.63,8.47
2012-02-05,0,0.2,5.9,11.7,-2,1.21,8.11
2012-02-06,0,0.5,6.4,12.3,-1.4,1.28,8.27
2012-02-07,0.03,0.6,6.2,11.8,-2.9,1.48,8.66
2012-02-08,3.53,1.4,5.3,9.1,-1.1,0.38,6.37
2012-02-09,8.57,3.6,6.1,8.6,5.2,0.19,1.71
2012-02-10,3.67,5.8,7.9,9.9,6,0.15,2.32
2012-02-11,3.24,3.9,7.2,10.5,5.2,0.15,2.23
2012-02-12,0.7,1.5,4.8,8.2,2.6,0.17,2.96
2012-02-13,5.7,1.2,3.9,6.7,1.7,0.15,2.76
2012-02-14,0.83,1.8,3.7,5.6,2.6,0.13,1.49
2012-02-15,5.76,0.7,2.5,4.3,1.3,0.18,1.32
2012-02-16,1.28,0,2.7,5.4,0.7,0.22,2.25
2012-02-17,4.42,1.1,3.2,5.3,3.1,0.07,1.03
2012-02-18,13.49,3.1,5.5,8,4.6,0.12,1.14
2012-02-19,8.84,1.3,2.8,4.2,1.4,0.33,1.07
2012-02-20,4.04,-0.1,2.8,5.7,0.7,0.13,2.77
2012-02-21,3.93,2.7,4.8,7,4.8,0.02,0.24
2012-02-22,11.27,6.9,8.2,9.4,7.2,0.12,1.05
2012-02-23,7.01,0.6,4.6,8.7,3.2,0.15,3.2
2012-02-24,1.8,0.6,3.9,7.2,1.3,0.16,3.4
2012-02-25,17.2,1.4,4.3,7.3,2.4,0.29,2.93
2012-02-26,9.99,0.4,2.1,3.9,0.1,0.31,1.66
2012-02-27,2.29,-1.8,1.3,4.3,-0.4,0.09,1.67
2012-02-28,1.28,-2.4,1.5,5.4,-2.3,0.19,3.54
2012-02-29,21.6,-1.8,0.3,2.4,-0.8,0.14,1.45
2012-03-01,22.94,0.4,1.2,1.9,-0.3,0.19,0.6
2012-03-02,1.23,-0.7,1.8,4.4,0.2,0.15,1.83
2012-03-03,0.46,2.1,3.9,5.7,2.2,0.47,1.88
2012-03-04,0,3.1,7.2,11.2,5.1,0.08,3.49
2012-03-05,0.88,3.7,7.8,11.9,4.2,0.12,5.21
2012-03-06,11.8,-1,2.5,5.9,0.5,0.33,2.86
2012-03-07,0,-3.1,1.9,6.9,-4.2,0.41,5.9
2012-03-08,0,-3.5,2.8,9.1,-3.5,0.45,7.14
2012-03-09,0,-0.2,8.4,16.9,0.4,0.38,12.37
2012-03-10,1.4,0.9,7.4,13.8,2.2,0.28,8.27
2012-03-11,9.04,4.1,6.4,8.7,4.2,0.52,3.06
2012-03-12,10.93,1.6,3.4,5.3,0.5,0.27,2.83
2012-03-13,33.6,1.2,3.4,5.5,1.2,0.2,1.64
2012-03-14,13.07,-0.6,1.8,4.2,-0.3,0.19,2.07
2012-03-15,50.51,1.1,4.2,7.4,3.8,0.19,1.01
2012-03-16,26.27,3.7,6.4,9.1,5.6,0.3,1.34
2012-03-17,9.1,2,5.1,8.1,2.3,0.18,3.52
2012-03-18,4.18,1.2,3.8,6.4,1.4,0.22,2.31
2012-03-19,1.51,-1,2.2,5.5,-1.1,0.21,3.32
2012-03-20,7.4,-1.8,1.3,4.5,0.8,0.18,1.7
2012-03-21,9.96,1.8,3.7,5.6,2.1,0.21,1.29
2012-03-22,12.88,0.5,2,3.5,0.2,0.23,1.57
2012-03-23,0.81,-0.5,2.6,5.7,0.4,0.15,2.78
2012-03-24,0,0.2,5.7,11.2,0,0.14,7.89
2012-03-25,0,3.9,10.7,17.5,1.8,0.87,13.7
2012-03-26,1.73,3.9,8.4,12.9,3,1.04,7.75
2012-03-27,5.12,2.7,7.3,11.9,2.3,0.42,7.65
2012-03-28,13.7,5.5,8.2,10.9,5.2,0.64,4
2012-03-29,26.15,4.6,7,9.3,3.4,0.67,4.11
2012-03-30,62.12,6.2,7.7,9.3,7.3,0.11,0.99
2012-03-31,15.23,2.8,5.4,8,3.9,0.2,1.64
2012-04-01,12.41,2,5.6,9.2,3.6,0.05,2.83
2012-04-02,5.21,2.6,4.4,6.3,2.5,0.45,1.83
2012-04-03,1.93,3.3,8.9,14.5,3,0.48,9.05
2012-04-04,4.29,1.3,5.1,9,2.9,0.17,4.14
2012-04-05,4.03,0.5,3.5,6.5,2,0.08,2.15
2012-04-06,1.78,0.2,3.8,7.4,1.5,0.15,2.91
2012-04-07,1.05,-1.2,3.9,9,0.5,0.07,5.38
2012-04-08,0,-1,6.7,14.4,-0.2,0.44,10.59
2012-04-09,0,6,12.5,18.9,0.5,2.14,16.18
2012-04-10,0,4.6,10.8,17.1,4.4,0.85,11.96
2012-04-11,2.54,6,10.9,15.8,6.7,0.17,8.76
2012-04-12,8.47,4.7,7.7,10.7,6.6,0.18,2.72
2012-04-13,4.61,2.5,6.7,11,3.8,0.09,5.01
2012-04-14,1.66,2.5,8.5,14.6,4.1,0.23,8.38
2012-04-15,0.58,3,8.9,14.8,3.8,0.24,8.56
2012-04-16,7.42,3.1,9.5,15.9,4.2,0.28,11.53
2012-04-17,4.95,1.5,6.4,11.3,5.3,0.09,3.74
2012-04-18,3.86,1.5,4.9,8.4,4.5,0.1,2.04
2012-04-19,2.16,4.7,8.3,11.8,4.7,0.39,5.3
2012-04-20,6.87,4.1,8,11.9,8,0.12,1.46
2012-04-21,0.45,6.9,9.5,12.2,8,0.12,2.74
2012-04-22,0,6.9,14.9,22.9,9.4,0.11,16.36
2012-04-23,0,8.6,17,25.4,10.5,0.64,19.05
2012-04-24,0,9.9,17.9,25.8,10.7,0.54,19.41
2012-04-25,1.97,9.7,12.3,15,9.5,0.58,4.32
2012-04-26,9.19,7.6,11.5,15.4,9.5,0.23,3.73
2012-04-27,5.45,3,7.1,11.2,4.4,0.16,4.92
2012-04-28,1.61,3.9,7.4,11,5.3,0.3,3.84
2012-04-29,1,7,10.6,14.2,8.1,0.35,4.89
2012-04-30,4.55,7.7,12,16.3,8,0.36,7.43
2012-05-01,3.48,5.1,8.2,11.4,5.5,0.54,3.21
2012-05-02,3.16,2.3,6.1,9.9,3.4,0.18,4.19
2012-05-03,14.31,2.2,6.5,10.8,4.1,0.03,5.17
2012-05-04,9.65,4.3,8.4,12.5,5.7,0.19,3.53
2012-05-05,2.03,2.5,6.5,10.5,3.6,0.09,3.83
2012-05-06,0.49,1.6,5.9,10.2,3.8,0.11,4.09
2012-05-07,0,2.1,10.1,18.2,4.6,0.16,11.6
2012-05-08,0,5.9,15.1,24.3,4.9,1.1,22.95
2012-05-09,0,4.3,12.9,21.5,5.3,0.82,15.43
2012-05-10,0,0.8,7,13.2,-0.5,0.78,9.61
2012-05-11,0,0,7.3,14.5,-0.3,0.6,10.78
2012-05-12,0,2.1,11.4,20.7,-0.2,1.4,18.57
2012-05-13,0,7.1,16.6,26.2,1.9,4.34,27.66
2012-05-14,0,9.9,19.3,28.7,4.7,5.22,31.25
2012-05-15,0,8.3,18,27.7,8.1,0.94,25.74
2012-05-16,0,6.2,15.1,24,6,0.62,19.75
2012-05-17,0,4,12.4,20.8,3.3,1.23,16.47
2012-05-18,0,2.2,9.6,16.9,2.1,0.43,12.01
2012-05-19,0,1.8,9,16.2,1.9,0.38,10.64
2012-05-20,1.24,2.9,11,19.1,3.1,0.98,14.65
2012-05-21,5.29,9.1,12,15,10.7,0.02,4.35
2012-05-22,12.01,8.3,11.8,15.2,9.7,0.4,3.88
2012-05-23,10.24,6.6,9.4,12.2,6.6,0.56,4.19
2012-05-24,2.34,6.3,9.7,13.2,6.7,0.23,4.7
2012-05-25,4.99,6.8,9.5,12.3,7.1,0.28,3.6
2012-05-26,1.62,7.4,13.6,19.8,8,0.26,12.43
2012-05-27,0.16,6.6,12.2,17.7,9,0.03,7.52
2012-05-28,0.02,8.1,11.4,14.8,8.1,0.23,5.7
2012-05-29,0,4.3,9.5,14.6,5.8,0.13,7.36
2012-05-30,0,3.4,10.2,17.1,5.6,0.04,10.73
2012-05-31,0,9.2,14.9,20.7,7.8,1.73,14.42
2012-06-01,0.54,11.6,15.5,19.4,13.2,0.07,6.04
2012-06-02,1.51,11.6,16.4,21.2,13.4,0.1,8.2
2012-06-03,1.4,6.1,11.3,16.5,7.9,0.04,7.43
2012-06-04,3.23,6.4,10.4,14.4,6.2,0.26,7.5
2012-06-05,12.84,6.5,9.8,13.1,8.3,0.27,2.12
2012-06-06,1.92,5.4,9.8,14.2,4.9,0.38,7.71
2012-06-07,7.14,3.6,9.8,16,6,0.26,9.31
2012-06-08,7.88,7.2,10.8,14.4,7.6,0.37,6.43
2012-06-09,1.04,4.4,8.1,11.9,6,0.15,4.14
2012-06-10,0,4.3,9.8,15.2,6,0.12,7.72
2012-06-11,0,5.1,12.2,19.4,7.1,0.27,12.16
2012-06-12,2.25,7.1,14.8,22.5,9.2,0.35,15.41
2012-06-13,3.11,10,13.8,17.6,11.8,0.31,4.91
2012-06-14,0,6.8,11.1,15.4,6.8,0.92,7.68
2012-06-15,0,5.2,11.4,17.7,6.7,0.09,9.87
2012-06-16,0,5.9,14.9,24,10.1,0.45,16.4
2012-06-17,0,12,18.9,25.7,13.9,0.59,15.32
2012-06-18,0.63,10.2,14.6,19.1,10.2,1.18,8.75
2012-06-19,0.55,8.8,12.1,15.4,7.6,0.75,6.57
2012-06-20,3.27,6.8,10.9,14.9,8.4,0.26,5.51
2012-06-21,0,6.9,15.7,24.6,9.4,0.39,19.53
2012-06-22,0,9,17.1,25.2,10.7,0.26,17.28
2012-06-23,9.12,9.3,12.9,16.5,10.4,0.08,5.79
2012-06-24,6.58,7.7,11.3,14.9,8.8,0.03,5.45
2012-06-25,2.23,8.2,12.5,16.8,8.6,0.21,7.94
2012-06-26,0.56,8.4,12.4,16.5,8.7,0.32,7.78
2012-06-27,0.06,6.9,11.8,16.8,8.6,0.26,7.57
2012-06-28,0,6.8,14.9,23,8,0.46,18.39
2012-06-29,0.56,9.4,15.3,21.2,10.5,0.52,13.14
2012-06-30,1.96,13.1,16.7,20.4,12.9,0.62,9.32
2012-07-01,5.3,11.1,15.2,19.3,14.5,0,5.24
2012-07-02,0,10.2,14.4,18.6,10.8,0.37,7.99
2012-07-03,2.03,10,14.7,19.3,10.1,0.23,9.04
2012-07-04,0,6.6,12.2,17.9,8.3,0.22,9.38
2012-07-05,0,6,13.6,21.3,8,0.33,15.45
2012-07-06,0,8.3,16.6,24.9,10,0.65,19.92
2012-07-07,0,9.8,17.7,25.5,11.7,0.59,17.82
2012-07-08,0,10.7,19.8,28.8,13.4,0.63,22.72
2012-07-09,0,11.6,20.7,29.7,13.1,0.38,25.52
2012-07-10,0,10.1,18.3,26.6,11.7,0.88,18.17
2012-07-11,0,10.1,18.5,27,12.1,0.54,20.59
2012-07-12,0,11,19.7,28.3,13.7,0.26,21.56
2012-07-13,0,10.7,18.1,25.5,11.7,0.75,17.36
2012-07-14,0,10.8,18,25.1,12.9,0.69,15.31
2012-07-15,0,12.3,19.3,26.2,14,0.47,15.74
2012-07-16,0,11,15.4,19.8,11.2,0.57,9.94
2012-07-17,0,9.7,17.1,24.5,12.3,0.36,17.16
2012-07-18,0,13.4,19.2,25,14.4,0.5,12.38
2012-07-19,0,13.2,16.3,19.5,13.6,0.46,6.42
2012-07-20,0.59,13.6,19.2,24.8,15,0.28,13.3
2012-07-21,0.28,12.9,16.4,20,13,0.7,8.29
2012-07-22,0,11.7,18.1,24.4,11.9,0.68,17.11
2012-07-23,0,8.3,13.5,18.7,9.4,0.54,9.31
2012-07-24,0,7.5,13.4,19.3,9.5,0.4,9.4
2012-07-25,0,9.4,17.9,26.4,12.2,0.33,19.2
2012-07-26,0,11.5,19.4,27.3,13.3,0.62,19.44
2012-07-27,0,11.7,18.7,25.7,13.2,0.41,14.85
2012-07-28,0,11.8,16.2,20.7,12.2,0.48,9.61
2012-07-29,0,12.4,17.9,23.5,12.4,0.64,13.92
2012-07-30,0,12,17.3,22.5,11.9,0.98,12.78
2012-07-31,0,10.9,15.9,21,11.4,0.91,10.16
2012-08-01,0,9.4,16.4,23.5,10.7,0.25,15.71
2012-08-02,0,10.2,16.6,23.1,11.5,0.61,12.92
2012-08-03,0,9.9,16.2,22.6,12.1,0.54,12.21
2012-08-04,0,12.1,20.8,29.4,11.2,0.72,27.51
2012-08-05,0,16.7,25.7,34.8,10.7,7.64,43.99
2012-08-06,0,14.4,23.7,33.1,14.1,2.33,34.21
2012-08-07,0,12.6,21,29.5,14.6,0.29,21.78
2012-08-08,0,11.3,17.6,23.9,13.5,0.1,11.85
2012-08-09,0,10.7,15.9,21.1,11.8,0.29,10.84
2012-08-10,0,10.5,17.6,24.8,12.9,0.2,15.1
2012-08-11,0,10.5,17.9,25.3,12.4,0.12,16.71
2012-08-12,0,10.7,19.5,28.3,11.7,1.22,24.07
2012-08-13,0,15,23.9,32.8,12.7,4.94,34.48
2012-08-14,0,13.4,22.4,31.4,9.7,4.49,33.29
2012-08-15,0,12.5,21.3,30.2,14.1,1.18,24.08
2012-08-16,0,12.6,22.1,31.6,13.6,0.26,29.69
2012-08-17,0,16.7,25.8,34.9,13.2,4.49,42.22
2012-08-18,0,13.3,24,34.7,14.5,0.62,37.78
2012-08-19,0,12.5,18.6,24.6,14.2,0.43,12.34
2012-08-20,0,11.6,17.6,23.7,12.4,0.58,13.86
2012-08-21,0,10.6,17.6,24.6,12.6,0.26,14.89
2012-08-22,0,10,16.4,22.8,10.5,0.62,14.65
2012-08-23,0,9,15.4,21.8,10.1,0.44,13.12
2012-08-24,0,8,14.2,20.5,7.6,1.05,13.55
2012-08-25,0,7.2,15,22.7,7.6,0.81,17.13
2012-08-26,0,9.3,18,26.7,8.3,1.84,24.98
2012-08-27,1.04,9.5,15.2,20.8,9.9,0.58,12.46
2012-08-28,0,8.9,15.6,22.3,10.3,0.18,14.35
2012-08-29,0,9.3,15.7,22.1,9,0.29,16.11
2012-08-30,0,9,15.1,21.2,10.5,0.41,11.95
2012-08-31,0,8.7,15.9,23.2,9.2,0.64,16.29
2012-09-01,0,6.5,14.1,21.7,8.1,0.34,14.49
2012-09-02,0,5.5,13.7,21.9,7.6,0.28,15.16
2012-09-03,0,6.7,14.7,22.7,8.8,0.6,17.22
2012-09-04,0,8.8,16.4,24,10,1.1,17.54
2012-09-05,0,10.1,18.5,26.9,9.8,1.8,23.56
2012-09-06,0,10.7,19.6,28.6,10,1.91,27.51
2012-09-07,0,10.2,19.4,28.6,9.5,1.65,28.26
2012-09-08,0,12.5,22.1,31.6,7.8,4.37,37.43
2012-09-09,0,9,16.4,23.9,10.4,0.9,15.67
2012-09-10,0.48,10.2,13.5,16.9,10.1,0.73,6.33
2012-09-11,0,5.3,11.7,18.1,6.7,0.46,10.9
2012-09-12,0,4.3,12.1,19.9,4.4,0.66,14.31
2012-09-13,0,5.9,15.5,25,2,2.08,25.32
2012-09-14,0,9.4,19.4,29.5,3.7,4.91,34.07
2012-09-15,0,9.9,19.4,29,7.5,2.72,30.65
2012-09-16,0,7.8,16.8,25.9,6.6,2.24,22.43
2012-09-17,0,6.8,16.2,25.7,7.4,2.34,22.46
2012-09-18,0,10.1,20,29.9,7.1,5.18,33.45
2012-09-19,0,9.4,19.1,28.9,8.7,1.54,28.66
2012-09-20,0,9.7,16,22.3,11.1,0.94,12.27
2012-09-21,0,8.3,13.4,18.5,11.2,0.03,6.64
2012-09-22,0.47,7.8,11.6,15.3,10.9,0.09,3.46
2012-09-23,0,6.4,13.3,20.3,8.7,0.13,12.58
2012-09-24,0,7.1,13.9,20.7,9.7,0.41,11.65
2012-09-25,0,7.4,14.1,20.8,10.6,0.25,11.19
2012-09-26,0,6.6,13.4,20.2,7.6,0.47,12.57
2012-09-27,0,6.7,13.9,21.1,8.1,0.92,13.76
2012-09-28,0,9.5,17.9,26.2,9,3.53,23.37
2012-09-29,0,12.5,19.4,26.2,10.2,1.92,23.11
2012-09-30,0,7.9,14.6,21.4,7.4,1.57,15.76
2012-10-01,0,5.4,13.5,21.7,4.5,1.23,17.62
2012-10-02,0,9.6,18,26.4,8.6,1.96,22.99
2012-10-03,0,4.8,11.9,19,5.4,0.65,11.67
2012-10-04,0,4.3,11.2,18.1,-2.6,2.6,15.69
2012-10-05,0,5.9,12.8,19.8,-3.5,4.28,18.34
2012-10-06,0,6.2,13.1,20.1,-5.6,5.52,19.91
2012-10-07,0,5.6,13.4,21.2,-6.6,5.34,21.87
2012-10-08,0,5.3,14.4,23.5,-2.9,4.86,25.25
2012-10-09,0,2.9,11.5,20.2,2.5,1.11,16.57
2012-10-10,0,4.1,11.4,18.8,5.8,0.77,11.78
2012-10-11,0,4.4,11.4,18.3,6.8,0.51,9.43
2012-10-12,1.55,4.4,11.4,18.4,6.7,0.62,10.38
2012-10-13,19.67,7.5,9.1,10.7,9,0.01,0.22
2012-10-14,1.25,10.2,12.7,15.2,12,0.03,2.26
2012-10-15,12.56,11.7,13.6,15.6,12.7,0.28,2.17
2012-10-16,14.52,10.9,13.5,16,13.2,0.17,2.18
2012-10-17,2.39,5.4,9.8,14.2,6.4,0.38,6.68
2012-10-18,0,3.9,9.1,14.3,4.7,0.19,7.74
2012-10-19,5.04,4.3,11.9,19.5,7,0.24,13.57
2012-10-20,10.61,6.3,9.3,12.3,9.3,0.11,1.44
2012-10-21,13.02,3.1,6.3,9.5,4.4,0.05,3.2
2012-10-22,6.76,3.2,5.9,8.6,4.5,0.13,2.7
2012-10-23,9.96,3.7,5.8,7.9,4,0.31,1.88
2012-10-24,6.17,3.5,5.5,7.5,3.7,0.2,1.99
2012-10-25,4.07,3.1,5.5,7.8,4.2,0.15,1.73
2012-10-26,0.12,3.1,6.4,9.6,4.4,0.17,2.79
2012-10-27,3.13,5.3,7.9,10.5,6.8,0.15,2.05
2012-10-28,20.43,7.4,10.3,13.1,10.3,0,0.28
2012-10-29,32.32,11,12.3,13.6,12.1,0,0.28
2012-10-30,13.28,10.8,13.3,15.8,11.9,0.08,4.02
2012-10-31,23.84,11.8,13.1,14.4,12.5,0.12,1.09
2012-11-01,24.08,9.9,11.3,12.7,10.4,0.14,1.74
2012-11-02,5.8,8.2,11.1,14,9.6,0.06,3.46
2012-11-03,9.52,7.8,9.6,11.4,9.4,0.02,1.21
2012-11-04,1.69,10.8,12.1,13.3,11.6,0.05,0.68
2012-11-05,0.52,12,14.8,17.6,13.5,0.07,3.33
2012-11-06,0.79,8.4,11.4,14.4,10.8,0.02,2.72
2012-11-07,1.35,5.8,9.5,13.1,9.3,0.04,2.11
2012-11-08,1.46,1.8,6.3,10.8,4.5,0.04,4.22
2012-11-09,1.15,0.3,3.9,7.5,2.6,0.05,2.43
2012-11-10,0,-0.5,2.4,5.4,0.8,0.06,1.58
2012-11-11,1.11,-1,1.6,4.3,0.4,0.09,1.51
2012-11-12,23.39,2,4.3,6.7,4,0.11,0.92
2012-11-13,8.08,6.3,7.8,9.2,7.2,0.03,0.49
2012-11-14,0.4,6.8,8.4,10.1,7.5,0.1,1.4
