PRISM Time Series Data
Location:  Lat: 48.8229   Lon: -120.1459   Elev: 1729m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2011-10-01 - 2024-09-30
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Dec-31
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2012-02-02,1.75,-8.4,-4.7,-0.9,-8.5,0.19,1.89
2012-02-03,0.00,-8.8,-3.1,2.6,-10.2,0.62,4.28
2012-02-04,0.00,-7.3,-3.1,1.0,-12.6,0.95,3.63
2012-02-05,0.00,-7.9,-3.7,0.5,-15.0,0.80,3.69
2012-02-06,0.00,-7.5,-2.9,1.8,-12.9,1.26,4.02
2012-02-07,0.00,-7.1,-2.9,1.2,-13.4,1.27,3.97
2012-02-08,0.00,-7.1,-3.4,0.3,-12.3,1.22,3.20
2012-02-09,0.98,-6.7,-3.8,-0.9,-6.2,0.17,1.85
2012-02-10,0.00,-5.9,-3.1,-0.2,-4.1,0.01,1.53
2012-02-11,2.15,-3.7,-1.3,1.1,-2.1,0.04,1.16
2012-02-12,0.35,-3.3,-1.0,1.2,-2.6,0.08,1.02
2012-02-13,0.00,-4.4,-2.4,-0.5,-4.2,0.07,1.01
2012-02-14,0.00,-8.6,-4.3,-0.1,-10.6,0.24,3.68
2012-02-15,0.04,-9.7,-5.8,-1.9,-12.7,0.64,2.93
2012-02-16,0.00,-9.2,-4.5,0.2,-13.7,0.89,4.18
2012-02-17,0.47,-7.7,-4.7,-1.8,-9.0,0.32,2.07
2012-02-18,5.99,-7.2,-5.0,-2.8,-8.1,0.28,1.71
2012-02-19,1.07,-7.7,-5.0,-2.3,-7.9,0.17,1.67
2012-02-20,0.29,-9.8,-6.7,-3.5,-10.7,0.36,1.89
2012-02-21,1.32,-9.2,-4.6,0.0,-6.2,0.04,2.33
2012-02-22,7.34,-3.7,-1.0,1.8,-3.0,0.15,1.95
2012-02-23,1.28,-6.0,-3.1,-0.2,-9.5,0.59,3.72
2012-02-24,0.09,-7.9,-4.7,-1.4,-11.5,0.95,3.52
2012-02-25,5.05,-7.6,-5.4,-3.2,-6.6,0.08,1.74
2012-02-26,1.02,-8.7,-5.7,-2.8,-11.2,0.18,2.45
2012-02-27,0.48,-16.5,-11.4,-6.3,-17.0,0.31,2.06
2012-02-28,0.00,-16.7,-9.8,-2.9,-21.0,0.69,3.72
2012-02-29,5.01,-13.4,-10.1,-6.8,-13.4,0.31,1.85
2012-03-01,7.58,-10.9,-8.3,-5.7,-10.0,0.22,1.04
2012-03-02,0.37,-10.9,-6.7,-2.6,-12.6,0.49,2.15
2012-03-03,1.26,-8.8,-4.9,-1.0,-8.2,0.46,2.52
2012-03-04,0.64,-3.9,-0.6,2.8,-5.0,1.05,3.11
2012-03-05,0.45,-2.2,1.7,5.5,-5.1,1.27,4.64
2012-03-06,2.66,-10.8,-4.5,1.8,-11.6,0.98,4.06
2012-03-07,0.00,-13.3,-8.1,-3.0,-18.4,0.91,3.51
2012-03-08,0.00,-12.3,-5.1,2.1,-13.8,0.92,4.89
2012-03-09,0.00,-5.8,0.0,5.9,-12.5,2.06,6.64
2012-03-10,2.65,-3.0,1.5,6.0,-6.7,1.61,5.50
2012-03-11,1.96,-3.0,-0.4,2.2,-4.7,0.39,2.90
2012-03-12,3.76,-9.3,-4.8,-0.4,-11.1,0.08,2.67
2012-03-13,20.33,-9.8,-5.9,-2.0,-5.9,0.01,1.21
2012-03-14,3.11,-11.3,-7.4,-3.5,-12.5,0.10,2.09
2012-03-15,8.30,-11.6,-7.9,-4.3,-8.0,0.00,1.63
2012-03-16,10.59,-5.6,-2.1,1.5,-3.4,0.00,2.05
2012-03-17,1.79,-7.4,-3.2,1.0,-9.5,0.13,3.53
2012-03-18,3.91,-10.1,-5.0,0.2,-10.1,0.20,2.60
2012-03-19,0.10,-11.3,-5.3,0.6,-13.5,0.26,4.49
2012-03-20,2.92,-10.9,-5.8,-0.8,-13.1,0.42,4.74
2012-03-21,14.03,-9.1,-6.1,-3.1,-8.9,0.24,2.10
2012-03-22,2.22,-11.2,-5.7,-0.2,-11.6,0.08,4.33
2012-03-23,1.29,-9.4,-4.6,0.1,-11.3,0.15,4.37
2012-03-24,0.00,-9.8,-3.4,3.0,-12.4,0.22,4.98
2012-03-25,0.01,-7.8,-2.0,3.8,-10.1,0.84,5.13
2012-03-26,0.13,-4.7,1.2,7.1,-7.3,0.91,6.98
2012-03-27,1.23,-3.8,-0.8,2.2,-5.1,0.33,3.09
2012-03-28,11.23,-4.6,-2.3,0.1,-2.8,0.02,2.11
2012-03-29,8.42,-4.0,-1.0,2.0,-4.3,0.03,3.45
2012-03-30,17.24,-4.0,-1.8,0.5,-1.8,0.02,0.95
2012-03-31,4.88,-6.3,-1.7,2.8,-6.4,0.06,3.31
2012-04-01,8.43,-7.4,-3.2,0.9,-5.1,0.01,2.69
2012-04-02,0.87,-7.5,-3.4,0.7,-10.2,0.11,3.82
2012-04-03,0.00,-7.0,-1.9,3.1,-7.6,0.83,4.12
2012-04-04,0.57,-5.3,-1.1,3.1,-7.8,0.92,4.24
2012-04-05,1.69,-7.6,-3.5,0.6,-11.4,0.80,4.01
2012-04-06,0.78,-9.4,-3.7,2.1,-11.1,0.11,5.11
2012-04-07,2.75,-7.8,-3.6,0.6,-9.2,0.42,3.90
2012-04-08,0.00,-8.6,-2.8,2.9,-12.3,0.26,5.44
2012-04-09,0.00,-5.2,0.5,6.1,-11.8,1.41,7.31
2012-04-10,0.00,-0.7,4.9,10.5,-8.8,3.14,10.15
2012-04-11,0.00,1.0,5.9,10.9,-7.6,2.94,10.27
2012-04-12,2.12,-0.9,4.9,10.7,-4.7,0.78,9.33
2012-04-13,3.96,-3.8,1.5,6.7,-5.3,0.61,6.39
2012-04-14,0.00,-4.6,1.7,8.0,-8.8,0.66,7.62
2012-04-15,0.00,-3.8,0.8,5.5,-9.5,1.54,5.41
2012-04-16,0.05,-3.5,1.5,6.6,-6.7,0.76,6.23
2012-04-17,3.27,-3.6,-0.0,3.6,-5.2,0.83,3.12
2012-04-18,1.21,-5.7,-0.6,4.5,-8.4,0.74,5.18
2012-04-19,2.74,-4.3,0.1,4.5,-5.6,1.16,3.65
2012-04-20,9.58,-5.7,-0.4,5.0,-3.1,0.01,5.21
2012-04-21,4.11,-2.7,2.3,7.3,-7.8,0.14,7.91
2012-04-22,0.00,-2.7,4.4,11.4,-6.4,2.42,9.87
2012-04-23,0.00,2.3,9.6,17.0,-0.0,2.33,13.28
2012-04-24,0.00,5.1,11.8,18.5,0.8,2.64,16.30
2012-04-25,0.20,2.2,6.9,11.6,-0.8,1.41,7.67
2012-04-26,7.19,1.4,5.7,10.0,1.8,0.00,6.63
2012-04-27,18.46,-4.1,0.2,4.4,-3.1,0.06,2.23
2012-04-28,0.01,-4.4,0.7,5.7,-7.8,0.97,5.60
2012-04-29,0.00,-2.9,3.5,9.9,-3.8,1.06,7.11
2012-04-30,0.05,-0.4,4.9,10.2,-3.6,1.09,8.05
2012-05-01,5.41,-2.7,2.4,7.5,-5.0,0.95,6.07
2012-05-02,2.86,-4.0,0.5,5.1,-7.7,0.70,5.74
2012-05-03,0.65,-4.7,0.1,4.9,-7.7,0.17,5.78
2012-05-04,10.53,-3.3,-0.5,2.3,-1.9,0.06,1.87
2012-05-05,2.76,-4.3,-0.0,4.3,-5.5,0.45,4.17
2012-05-06,0.00,-5.2,-0.1,5.1,-9.1,1.14,5.83
2012-05-07,0.00,-3.4,3.5,10.5,-7.4,1.51,9.45
2012-05-08,0.00,0.4,7.3,14.1,-3.8,2.55,11.33
2012-05-09,0.00,0.4,8.1,15.8,-4.4,2.46,13.63
2012-05-10,0.00,-4.9,0.6,6.1,-13.7,2.05,7.51
2012-05-11,0.00,-6.1,-0.0,6.1,-13.6,1.62,7.52
2012-05-12,0.00,-4.2,3.5,11.1,-12.1,2.08,11.14
2012-05-13,0.00,1.1,8.5,15.9,-9.5,3.92,15.06
2012-05-14,0.00,4.0,11.8,19.6,-8.3,5.50,19.71
2012-05-15,0.00,6.6,14.5,22.4,-6.7,6.71,24.43
2012-05-16,0.00,5.1,13.0,20.8,-9.2,5.96,23.81
2012-05-17,0.00,0.5,6.9,13.3,-5.6,2.08,11.59
2012-05-18,0.00,-2.2,3.9,10.0,-11.4,2.17,9.76
2012-05-19,0.00,-2.6,3.7,10.1,-9.9,2.18,9.33
2012-05-20,0.00,-0.5,4.9,10.4,-6.3,2.09,8.92
2012-05-21,0.84,3.6,7.1,10.6,1.0,0.61,6.77
2012-05-22,4.91,1.2,5.0,8.9,2.5,0.41,3.93
2012-05-23,0.36,-0.6,3.7,8.0,-4.4,1.37,6.79
2012-05-24,1.47,-1.5,3.5,8.4,-5.4,1.54,6.91
2012-05-25,1.28,-1.6,3.7,9.0,-3.5,0.75,7.36
2012-05-26,0.00,0.9,5.5,10.2,-6.6,1.22,9.26
2012-05-27,0.00,0.8,7.3,13.8,-7.7,2.81,12.87
2012-05-28,0.00,1.2,7.8,14.3,-4.8,2.27,13.28
2012-05-29,0.00,0.1,6.4,12.7,-4.0,1.67,10.37
2012-05-30,0.00,-0.7,5.2,11.1,-6.2,1.50,10.58
2012-05-31,0.51,0.8,7.3,13.9,-0.6,1.70,9.76
2012-06-01,0.78,4.6,8.4,12.3,2.2,1.08,6.23
2012-06-02,1.02,3.9,9.1,14.3,2.5,2.03,8.81
2012-06-03,0.83,1.6,6.6,11.5,-3.9,2.40,10.77
2012-06-04,0.00,0.7,4.5,8.2,-3.3,0.50,6.99
2012-06-05,17.55,1.5,4.4,7.3,4.3,0.08,1.78
2012-06-06,14.76,0.1,2.7,5.2,0.7,0.08,2.43
2012-06-07,0.67,-2.2,1.2,4.5,-4.7,0.53,4.53
2012-06-08,6.46,-2.3,0.5,3.3,-0.0,0.02,3.54
2012-06-09,4.87,-2.1,1.1,4.4,-1.1,0.06,2.90
2012-06-10,0.93,-0.7,2.1,5.0,-0.9,0.51,2.71
2012-06-11,0.00,1.2,6.5,11.9,-0.4,0.88,8.57
2012-06-12,0.00,3.0,9.4,15.7,-2.2,3.23,13.01
2012-06-13,1.32,4.1,8.5,12.9,3.0,1.14,7.38
2012-06-14,0.00,0.9,6.4,11.9,-1.5,1.99,7.66
2012-06-15,0.00,-0.4,5.4,11.1,-3.9,1.72,8.20
2012-06-16,0.00,-0.2,7.2,14.6,-4.1,1.94,12.02
2012-06-17,0.78,5.9,10.4,14.8,4.1,2.14,7.12
2012-06-18,0.23,2.8,7.4,12.1,-0.6,1.70,8.31
2012-06-19,0.74,0.4,4.3,8.3,-1.1,0.77,5.01
2012-06-20,0.00,0.2,5.8,11.4,-1.6,1.58,8.48
2012-06-21,0.00,2.5,8.4,14.3,-1.0,1.25,10.77
2012-06-22,0.00,6.4,12.1,17.7,1.0,3.91,13.54
2012-06-23,5.47,5.4,10.6,15.8,5.3,0.22,9.63
2012-06-24,3.84,4.0,7.9,11.8,4.3,0.14,5.88
2012-06-25,1.45,2.8,7.4,11.9,2.0,0.21,7.01
2012-06-26,2.56,2.8,7.5,12.2,2.5,0.17,6.65
2012-06-27,5.15,1.4,3.6,5.7,1.5,0.56,2.13
2012-06-28,0.00,1.2,6.9,12.6,0.1,0.93,8.03
2012-06-29,0.40,4.5,10.9,17.3,3.1,1.72,11.90
2012-06-30,0.00,6.1,11.1,16.2,5.0,2.04,9.28
2012-07-01,5.46,7.0,12.3,17.5,7.5,0.72,8.39
2012-07-02,0.00,5.5,11.2,17.0,1.8,0.58,11.65
2012-07-03,1.10,4.4,9.8,15.1,2.0,0.73,10.63
2012-07-04,0.97,1.0,5.8,10.5,-1.7,1.31,7.80
2012-07-05,0.00,0.7,7.6,14.4,-2.3,1.71,10.74
2012-07-06,0.00,5.1,11.6,18.1,-1.0,3.49,14.99
2012-07-07,0.00,8.5,15.1,21.7,1.1,6.41,19.54
2012-07-08,0.00,11.3,18.1,25.0,2.5,7.73,24.84
2012-07-09,0.00,13.9,20.7,27.5,3.6,7.65,30.08
2012-07-10,0.49,13.4,20.3,27.1,5.6,6.00,28.19
2012-07-11,0.00,12.0,18.5,25.1,4.7,5.15,22.76
2012-07-12,0.00,12.6,19.3,25.9,0.4,8.98,29.96
2012-07-13,0.01,12.8,19.7,26.5,2.6,8.52,29.38
2012-07-14,1.01,13.0,19.1,25.1,6.7,4.85,23.48
2012-07-15,1.64,11.7,16.6,21.5,7.6,2.82,15.27
2012-07-16,8.18,7.7,12.5,17.2,7.2,0.31,9.50
2012-07-17,0.46,9.3,16.4,23.5,9.1,0.36,18.12
2012-07-18,3.55,11.2,15.5,19.8,9.8,1.78,11.48
2012-07-19,0.00,10.2,16.7,23.2,3.9,2.65,22.16
2012-07-20,0.49,9.7,17.5,25.2,3.4,2.31,26.09
2012-07-21,17.32,6.6,13.4,20.1,7.8,0.45,10.73
2012-07-22,0.00,6.1,12.2,18.3,5.8,1.22,11.43
2012-07-23,0.00,3.9,11.2,18.4,3.0,1.84,13.52
2012-07-24,0.40,2.4,6.7,11.0,1.1,1.44,6.71
2012-07-25,0.00,4.7,12.5,20.3,5.2,2.14,14.41
2012-07-26,3.66,10.0,15.9,21.9,6.3,2.25,17.01
2012-07-27,1.39,10.5,17.0,23.6,5.6,3.32,20.03
2012-07-28,0.00,7.5,14.7,21.9,3.8,2.19,19.43
2012-07-29,0.00,6.7,13.6,20.5,1.5,2.10,17.12
2012-07-30,0.00,9.1,15.6,22.0,2.2,4.25,18.72
2012-07-31,0.00,7.7,14.3,21.0,3.2,2.57,18.59
2012-08-01,0.00,6.8,13.5,20.2,0.9,2.80,17.43
2012-08-02,0.00,7.0,14.3,21.7,-0.1,2.83,21.07
2012-08-03,0.00,6.2,12.2,18.1,2.4,2.30,13.66
2012-08-04,0.00,6.4,14.2,22.0,2.0,2.93,19.59
2012-08-05,0.00,11.0,17.9,24.9,5.4,5.49,21.72
2012-08-06,0.00,13.8,20.8,27.8,5.5,6.86,29.02
2012-08-07,0.00,11.9,17.3,22.7,6.1,4.88,18.16
2012-08-08,0.00,11.1,18.6,26.1,2.6,5.54,28.06
2012-08-09,0.00,9.5,16.4,23.3,-0.4,6.77,23.07
2012-08-10,0.00,7.7,15.1,22.5,-0.9,4.47,22.44
2012-08-11,0.00,8.5,16.0,23.5,0.3,4.39,23.49
2012-08-12,0.00,10.0,17.0,24.0,1.7,4.72,24.09
2012-08-13,0.00,11.8,18.7,25.6,1.3,7.78,26.59
2012-08-14,0.00,11.2,18.4,25.5,-2.3,5.47,29.86
2012-08-15,0.00,9.2,16.7,24.2,3.3,4.70,22.04
2012-08-16,0.00,8.1,15.4,22.7,1.6,3.82,20.61
2012-08-17,0.00,10.1,17.4,24.8,0.4,6.45,25.31
2012-08-18,0.00,13.6,20.2,26.9,0.9,9.17,29.11
2012-08-19,0.00,13.8,20.9,28.1,0.6,9.56,33.30
2012-08-20,0.00,13.7,19.7,25.8,1.9,8.81,27.73
2012-08-21,0.00,11.5,17.1,22.7,0.7,7.49,23.17
2012-08-22,4.75,6.1,13.4,20.8,1.7,1.37,18.63
2012-08-23,0.00,5.3,11.8,18.3,1.9,1.31,14.72
2012-08-24,0.00,2.5,8.9,15.3,-2.3,2.19,12.18
2012-08-25,0.00,2.3,8.4,14.5,-2.4,1.68,11.58
2012-08-26,0.00,3.7,11.2,18.7,-2.2,2.38,15.37
2012-08-27,0.00,7.1,14.5,22.0,-1.7,5.76,21.31
2012-08-28,0.00,7.0,13.2,19.3,-0.8,4.29,17.51
2012-08-29,0.00,4.2,10.8,17.5,0.2,2.48,12.51
2012-08-30,0.00,2.4,8.4,14.4,-1.1,1.45,11.19
2012-08-31,0.00,2.4,9.5,16.6,-2.0,1.66,14.12
2012-09-01,0.00,3.0,10.0,17.0,-3.1,2.44,16.88
2012-09-02,0.00,3.0,9.0,15.0,-3.1,2.59,13.03
2012-09-03,0.00,2.3,9.6,16.8,-2.3,2.63,14.57
2012-09-04,0.00,4.7,10.8,17.0,-0.0,2.48,13.60
2012-09-05,0.00,5.8,12.2,18.6,0.6,2.91,16.14
2012-09-06,0.00,5.1,12.3,19.5,1.2,2.67,17.17
2012-09-07,0.00,4.7,11.8,19.0,-1.3,2.55,16.92
2012-09-08,0.00,8.5,15.2,21.9,-2.2,6.02,22.29
2012-09-09,4.19,9.2,16.0,22.7,-0.4,4.79,24.05
2012-09-10,0.46,5.9,12.2,18.5,-0.5,2.81,18.65
2012-09-11,1.17,-1.4,4.6,10.6,-6.5,1.57,9.76
2012-09-12,0.00,-2.2,4.5,11.2,-7.1,1.34,10.49
2012-09-13,0.00,1.0,8.4,15.8,-6.5,3.07,14.82
2012-09-14,0.00,6.2,12.3,18.4,-6.5,6.07,18.83
2012-09-15,0.00,8.6,14.9,21.2,-5.0,7.64,22.73
2012-09-16,0.00,7.1,13.6,20.0,-3.3,5.27,19.84
2012-09-17,0.00,7.2,13.4,19.7,-7.1,6.33,20.40
2012-09-18,0.00,7.4,15.1,22.9,-7.0,6.73,26.32
2012-09-19,0.00,10.6,16.5,22.4,-3.8,8.91,24.35
2012-09-20,0.00,10.3,17.0,23.7,-4.2,8.57,27.28
2012-09-21,0.00,11.5,17.6,23.6,-2.2,8.63,26.00
2012-09-22,0.00,12.0,17.8,23.7,-2.2,8.63,26.60
2012-09-23,0.00,9.8,14.7,19.6,0.2,5.45,18.80
2012-09-24,0.00,11.4,16.5,21.6,1.8,7.17,21.44
2012-09-25,0.00,6.9,13.3,19.7,1.9,2.58,17.68
